file_path,Label
Data/train\174\03_03_0174_(18_04_17_17_39_25)_c.mp4,يحب
Data/train\179\03_03_0179_(18_04_17_17_58_51)_c.mp4,يسقي
Data/train\175\03_02_0175_(16_11_17_01_04_10)_c.mp4,يكره
Data/train\174\03_02_0174_(16_11_17_01_00_59)_c.mp4,يحب
Data/train\178\03_02_0178_(16_11_17_01_10_02)_c.mp4,يزرع
Data/train\186\03_03_0186_(25_04_17_18_08_41)_c.mp4,ينادي
Data/train\176\03_01_0176_(13_09_17_14_05_24)_c.mp4,يشوي
Data/train\177\03_02_0177_(01_05_17_16_10_14)_c.mp4,يحرث
Data/train\190\03_01_0190_(13_09_17_14_44_28)_c.mp4,يستحم
Data/train\188\03_02_0188_(16_11_17_01_31_31)_c.mp4,يصبغ
Data/train\185\03_01_0185_(13_09_17_14_27_31)_c.mp4,يختار
Data/train\173\03_01_0173_(21_10_17_15_34_36)_c.mp4,يمشي
Data/train\188\03_03_0188_(18_12_17_15_31_02)_c.mp4,يصبغ
Data/train\178\03_02_0178_(16_11_17_01_09_17)_c.mp4,يزرع
Data/train\171\03_02_0171_(16_11_17_00_55_22)_c.mp4,يبني
Data/train\182\03_03_0182_(18_12_17_15_18_58)_c.mp4,يساعد
Data/train\187\03_01_0187_(21_10_17_16_07_05)_c.mp4,يتنامى
Data/train\179\03_03_0179_(18_04_17_17_57_59)_c.mp4,يسقي
Data/train\180\03_02_0180_(16_11_17_01_13_30)_c.mp4,يحصد
Data/train\188\03_01_0188_(13_09_17_14_40_21)_c.mp4,يصبغ
Data/train\183\03_02_0183_(25_05_17_17_44_20)_c.mp4,يدخن
Data/train\173\03_03_0173_(18_04_17_17_37_16)_c.mp4,يمشي
Data/train\185\03_01_0185_(13_09_17_14_28_33)_c.mp4,يختار
Data/train\189\03_02_0189_(25_05_17_17_59_37)_c.mp4,يقف
Data/train\180\03_02_0180_(01_05_17_16_21_02)_c.mp4,يحصد
Data/train\189\03_03_0189_(01_05_17_16_54_28)_c.mp4,يقف
Data/train\183\03_02_0183_(16_11_17_01_19_08)_c.mp4,يدخن
Data/train\173\03_01_0173_(13_09_17_13_59_24)_c.mp4,يمشي
Data/train\189\03_02_0189_(16_11_17_01_32_16)_c.mp4,يقف
Data/train\189\03_03_0189_(18_12_17_15_32_01)_c.mp4,يقف
Data/train\189\03_01_0189_(13_09_17_14_41_46)_c.mp4,يقف
Data/train\182\03_01_0182_(21_10_17_15_55_08)_c.mp4,يساعد
Data/train\188\03_03_0188_(18_12_17_15_31_23)_c.mp4,يصبغ
Data/train\171\03_03_0171_(18_04_17_17_29_57)_c.mp4,يبني
Data/train\184\03_01_0184_(21_10_17_15_58_53)_c.mp4,يدعم
Data/train\172\03_02_0172_(01_05_17_15_58_02)_c.mp4,يكسر
Data/train\181\03_02_0181_(25_05_17_17_39_34)_c.mp4,يفكر
Data/train\176\03_02_0176_(16_11_17_01_05_11)_c.mp4,يشوي
Data/train\186\03_03_0186_(18_12_17_15_26_28)_c.mp4,ينادي
Data/train\173\03_03_0173_(18_04_17_17_36_47)_c.mp4,يمشي
Data/train\181\03_03_0181_(25_04_17_17_53_08)_c.mp4,يفكر
Data/train\188\03_03_0188_(25_04_17_18_42_26)_c.mp4,يصبغ
Data/train\189\03_01_0189_(13_09_17_14_41_49)_c.mp4,يقف
Data/train\184\03_01_0184_(21_10_17_15_58_58)_c.mp4,يدعم
Data/train\176\03_02_0176_(16_11_17_01_05_38)_c.mp4,يشوي
Data/train\187\03_03_0187_(18_12_17_15_28_01)_c.mp4,يتنامى
Data/train\187\03_01_0187_(13_09_17_14_38_52)_c.mp4,يتنامى
Data/train\181\03_01_0181_(13_09_17_14_15_53)_c.mp4,يفكر
Data/train\177\03_02_0177_(16_11_17_01_07_31)_c.mp4,يحرث
Data/train\176\03_03_0176_(19_04_17_16_34_36)_c.mp4,يشوي
Data/train\188\03_03_0188_(25_04_17_18_40_49)_c.mp4,يصبغ
Data/train\185\03_02_0185_(16_11_17_01_26_36)_c.mp4,يختار
Data/train\173\03_03_0173_(18_04_17_17_37_01)_c.mp4,يمشي
Data/train\183\03_01_0183_(21_10_17_15_57_04)_c.mp4,يدخن
Data/train\183\03_02_0183_(16_11_17_01_18_37)_c.mp4,يدخن
Data/train\186\03_01_0186_(21_10_17_16_02_29)_c.mp4,ينادي
Data/train\182\03_02_0182_(25_05_17_17_42_14)_c.mp4,يساعد
Data/train\173\03_03_0173_(18_04_17_17_36_44)_c.mp4,يمشي
Data/train\176\03_03_0176_(19_04_17_16_34_16)_c.mp4,يشوي
Data/train\175\03_02_0175_(01_05_17_16_05_51)_c.mp4,يكره
Data/train\188\03_02_0188_(25_05_17_17_57_52)_c.mp4,يصبغ
Data/train\181\03_02_0181_(16_11_17_01_15_57)_c.mp4,يفكر
Data/train\177\03_03_0177_(19_04_17_16_37_08)_c.mp4,يحرث
Data/train\187\03_02_0187_(16_11_17_01_29_27)_c.mp4,يتنامى
Data/train\178\03_03_0178_(19_04_17_16_41_19)_c.mp4,يزرع
Data/train\190\03_03_0190_(01_05_17_16_58_10)_c.mp4,يستحم
Data/train\174\03_03_0174_(19_04_17_16_33_38)_c.mp4,يحب
Data/train\173\03_01_0173_(13_09_17_13_59_35)_c.mp4,يمشي
Data/train\173\03_02_0173_(01_05_17_15_59_27)_c.mp4,يمشي
Data/train\180\03_02_0180_(16_11_17_01_13_47)_c.mp4,يحصد
Data/train\184\03_01_0184_(13_09_17_14_26_05)_c.mp4,يدعم
Data/train\183\03_01_0183_(21_10_17_15_56_25)_c.mp4,يدخن
Data/train\175\03_02_0175_(01_05_17_16_05_58)_c.mp4,يكره
Data/train\187\03_02_0187_(25_05_17_17_54_44)_c.mp4,يتنامى
Data/train\180\03_03_0180_(19_04_17_16_46_10)_c.mp4,يحصد
Data/train\173\03_02_0173_(01_05_17_16_00_17)_c.mp4,يمشي
Data/train\175\03_03_0175_(18_04_17_17_42_49)_c.mp4,يكره
Data/train\186\03_02_0186_(16_11_17_01_27_18)_c.mp4,ينادي
Data/train\186\03_01_0186_(13_09_17_14_35_46)_c.mp4,ينادي
Data/train\171\03_03_0171_(21_03_17_22_03_30)_c.mp4,يبني
Data/train\172\03_02_0172_(16_11_17_00_57_47)_c.mp4,يكسر
Data/train\177\03_01_0177_(13_09_17_14_07_39)_c.mp4,يحرث
Data/train\181\03_03_0181_(18_12_17_15_16_13)_c.mp4,يفكر
Data/train\171\03_01_0171_(17_04_17_18_53_28)_c.mp4,يبني
Data/train\187\03_03_0187_(25_04_17_18_12_29)_c.mp4,يتنامى
Data/train\177\03_02_0177_(16_11_17_01_07_00)_c.mp4,يحرث
Data/train\179\03_03_0179_(19_04_17_16_42_58)_c.mp4,يسقي
Data/train\172\03_01_0172_(21_10_17_15_32_51)_c.mp4,يكسر
Data/train\174\03_03_0174_(18_04_17_17_38_32)_c.mp4,يحب
Data/train\187\03_02_0187_(16_11_17_01_29_35)_c.mp4,يتنامى
Data/train\176\03_01_0176_(21_10_17_15_42_08)_c.mp4,يشوي
Data/train\171\03_03_0171_(21_03_17_22_03_03)_c.mp4,يبني
Data/train\179\03_02_0179_(01_05_17_16_18_17)_c.mp4,يسقي
Data/train\181\03_01_0181_(21_10_17_15_53_35)_c.mp4,يفكر
Data/train\181\03_03_0181_(18_12_17_15_16_41)_c.mp4,يفكر
Data/train\181\03_01_0181_(13_09_17_14_15_59)_c.mp4,يفكر
Data/train\183\03_03_0183_(18_12_17_15_20_00)_c.mp4,يدخن
Data/train\184\03_01_0184_(13_09_17_14_25_44)_c.mp4,يدعم
Data/train\187\03_02_0187_(16_11_17_01_29_08)_c.mp4,يتنامى
Data/train\179\03_01_0179_(13_09_17_14_12_20)_c.mp4,يسقي
Data/train\185\03_02_0185_(25_05_17_17_47_55)_c.mp4,يختار
Data/train\181\03_02_0181_(25_05_17_17_36_14)_c.mp4,يفكر
Data/train\175\03_01_0175_(21_10_17_15_40_28)_c.mp4,يكره
Data/train\183\03_03_0183_(18_12_17_15_19_51)_c.mp4,يدخن
Data/train\183\03_01_0183_(21_10_17_15_57_07)_c.mp4,يدخن
Data/train\185\03_02_0185_(16_11_17_01_26_33)_c.mp4,يختار
Data/train\180\03_03_0180_(19_04_17_16_46_53)_c.mp4,يحصد
Data/train\189\03_02_0189_(16_11_17_01_32_27)_c.mp4,يقف
Data/train\182\03_02_0182_(16_11_17_01_18_04)_c.mp4,يساعد
Data/train\180\03_03_0180_(18_04_17_18_02_12)_c.mp4,يحصد
Data/train\182\03_02_0182_(25_05_17_17_41_52)_c.mp4,يساعد
Data/train\189\03_02_0189_(16_11_17_01_32_11)_c.mp4,يقف
Data/train\181\03_03_0181_(25_04_17_17_52_20)_c.mp4,يفكر
Data/train\180\03_02_0180_(01_05_17_16_20_23)_c.mp4,يحصد
Data/train\173\03_01_0173_(13_09_17_13_58_19)_c.mp4,يمشي
Data/train\182\03_03_0182_(25_04_17_17_57_54)_c.mp4,يساعد
Data/train\174\03_01_0174_(13_09_17_14_01_40)_c.mp4,يحب
Data/train\175\03_02_0175_(01_05_17_16_06_25)_c.mp4,يكره
Data/train\172\03_02_0172_(16_11_17_00_57_27)_c.mp4,يكسر
Data/train\186\03_01_0186_(21_10_17_16_02_21)_c.mp4,ينادي
Data/train\189\03_02_0189_(25_05_17_18_00_23)_c.mp4,يقف
Data/train\186\03_01_0186_(21_10_17_16_02_07)_c.mp4,ينادي
Data/train\179\03_03_0179_(19_04_17_16_44_29)_c.mp4,يسقي
Data/train\172\03_03_0172_(18_04_17_17_34_51)_c.mp4,يكسر
Data/train\177\03_02_0177_(16_11_17_01_07_36)_c.mp4,يحرث
Data/train\171\03_01_0171_(17_04_17_18_52_38)_c.mp4,يبني
Data/train\173\03_02_0173_(01_05_17_15_59_03)_c.mp4,يمشي
Data/train\179\03_03_0179_(19_04_17_16_42_44)_c.mp4,يسقي
Data/train\172\03_01_0172_(13_09_17_13_56_00)_c.mp4,يكسر
Data/train\186\03_03_0186_(18_12_17_15_26_44)_c.mp4,ينادي
Data/train\172\03_02_0172_(01_05_17_15_57_57)_c.mp4,يكسر
Data/train\188\03_03_0188_(18_12_17_15_30_40)_c.mp4,يصبغ
Data/train\183\03_03_0183_(18_12_17_15_20_39)_c.mp4,يدخن
Data/train\186\03_01_0186_(21_10_17_16_01_27)_c.mp4,ينادي
Data/train\179\03_02_0179_(01_05_17_16_17_13)_c.mp4,يسقي
Data/train\179\03_02_0179_(16_11_17_01_12_47)_c.mp4,يسقي
Data/train\189\03_01_0189_(21_10_17_16_10_25)_c.mp4,يقف
Data/train\174\03_01_0174_(13_09_17_14_01_31)_c.mp4,يحب
Data/train\173\03_03_0173_(19_04_17_16_30_55)_c.mp4,يمشي
Data/train\172\03_03_0172_(19_04_17_16_29_02)_c.mp4,يكسر
Data/train\186\03_02_0186_(16_11_17_01_27_40)_c.mp4,ينادي
Data/train\173\03_01_0173_(21_10_17_15_34_13)_c.mp4,يمشي
Data/train\173\03_03_0173_(18_04_17_17_36_24)_c.mp4,يمشي
Data/train\175\03_02_0175_(16_11_17_01_04_25)_c.mp4,يكره
Data/train\186\03_02_0186_(25_05_17_17_52_31)_c.mp4,ينادي
Data/train\172\03_03_0172_(19_04_17_16_28_05)_c.mp4,يكسر
Data/train\190\03_01_0190_(21_10_17_16_11_56)_c.mp4,يستحم
Data/train\189\03_02_0189_(16_11_17_01_32_13)_c.mp4,يقف
Data/train\184\03_01_0184_(21_10_17_15_58_12)_c.mp4,يدعم
Data/train\189\03_02_0189_(16_11_17_01_32_57)_c.mp4,يقف
Data/train\176\03_03_0176_(18_04_17_17_47_22)_c.mp4,يشوي
Data/train\183\03_01_0183_(21_10_17_15_56_30)_c.mp4,يدخن
Data/train\185\03_03_0185_(25_04_17_18_05_40)_c.mp4,يختار
Data/train\185\03_03_0185_(18_12_17_15_25_33)_c.mp4,يختار
Data/train\182\03_01_0182_(21_10_17_15_54_52)_c.mp4,يساعد
Data/train\172\03_03_0172_(19_04_17_16_29_34)_c.mp4,يكسر
Data/train\175\03_01_0175_(13_09_17_14_03_24)_c.mp4,يكره
Data/train\189\03_03_0189_(18_12_17_15_32_32)_c.mp4,يقف
Data/train\175\03_01_0175_(21_10_17_15_41_26)_c.mp4,يكره
Data/train\178\03_01_0178_(13_09_17_14_09_48)_c.mp4,يزرع
Data/train\180\03_02_0180_(16_11_17_01_13_24)_c.mp4,يحصد
Data/train\176\03_01_0176_(13_09_17_14_05_21)_c.mp4,يشوي
Data/train\178\03_01_0178_(13_09_17_14_10_19)_c.mp4,يزرع
Data/train\172\03_03_0172_(19_04_17_16_28_44)_c.mp4,يكسر
Data/train\176\03_03_0176_(18_04_17_17_47_11)_c.mp4,يشوي
Data/train\185\03_02_0185_(25_05_17_17_48_12)_c.mp4,يختار
Data/train\181\03_03_0181_(25_04_17_17_51_37)_c.mp4,يفكر
Data/train\189\03_01_0189_(13_09_17_14_41_59)_c.mp4,يقف
Data/train\186\03_03_0186_(25_04_17_18_09_01)_c.mp4,ينادي
Data/train\175\03_01_0175_(13_09_17_14_02_36)_c.mp4,يكره
Data/train\180\03_02_0180_(01_05_17_16_21_21)_c.mp4,يحصد
Data/train\174\03_02_0174_(16_11_17_01_00_43)_c.mp4,يحب
Data/train\172\03_01_0172_(21_10_17_15_32_40)_c.mp4,يكسر
Data/train\175\03_03_0175_(18_04_17_17_44_01)_c.mp4,يكره
Data/train\173\03_03_0173_(18_04_17_17_36_34)_c.mp4,يمشي
Data/train\174\03_03_0174_(18_04_17_17_38_58)_c.mp4,يحب
Data/train\171\03_03_0171_(21_03_17_22_03_11)_c.mp4,يبني
Data/train\189\03_01_0189_(13_09_17_14_42_34)_c.mp4,يقف
Data/train\187\03_03_0187_(25_04_17_18_11_36)_c.mp4,يتنامى
Data/train\179\03_03_0179_(18_04_17_17_59_36)_c.mp4,يسقي
Data/train\177\03_01_0177_(13_09_17_14_06_52)_c.mp4,يحرث
Data/train\176\03_03_0176_(18_04_17_17_46_14)_c.mp4,يشوي
Data/train\185\03_03_0185_(18_12_17_15_24_32)_c.mp4,يختار
Data/train\179\03_03_0179_(19_04_17_16_43_13)_c.mp4,يسقي
Data/train\176\03_01_0176_(13_09_17_14_05_18)_c.mp4,يشوي
Data/train\175\03_02_0175_(16_11_17_01_04_17)_c.mp4,يكره
Data/train\173\03_01_0173_(13_09_17_13_58_47)_c.mp4,يمشي
Data/train\188\03_03_0188_(25_04_17_18_41_16)_c.mp4,يصبغ
Data/train\186\03_03_0186_(25_04_17_18_08_58)_c.mp4,ينادي
Data/train\189\03_01_0189_(13_09_17_14_42_04)_c.mp4,يقف
Data/train\185\03_03_0185_(18_12_17_15_24_56)_c.mp4,يختار
Data/train\176\03_02_0176_(16_11_17_01_05_30)_c.mp4,يشوي
Data/train\172\03_02_0172_(16_11_17_00_56_50)_c.mp4,يكسر
Data/train\190\03_01_0190_(13_09_17_14_44_09)_c.mp4,يستحم
Data/train\189\03_03_0189_(01_05_17_16_55_50)_c.mp4,يقف
Data/train\179\03_03_0179_(18_04_17_17_58_09)_c.mp4,يسقي
Data/train\172\03_03_0172_(19_04_17_16_28_12)_c.mp4,يكسر
Data/train\177\03_01_0177_(21_10_17_15_43_37)_c.mp4,يحرث
Data/train\187\03_03_0187_(18_12_17_15_28_46)_c.mp4,يتنامى
Data/train\177\03_02_0177_(16_11_17_01_07_23)_c.mp4,يحرث
Data/train\180\03_02_0180_(16_11_17_01_14_05)_c.mp4,يحصد
Data/train\180\03_03_0180_(18_04_17_18_01_57)_c.mp4,يحصد
Data/train\190\03_01_0190_(13_09_17_14_43_28)_c.mp4,يستحم
Data/train\174\03_03_0174_(19_04_17_16_32_40)_c.mp4,يحب
Data/train\184\03_01_0184_(21_10_17_15_58_35)_c.mp4,يدعم
Data/train\172\03_02_0172_(16_11_17_00_57_40)_c.mp4,يكسر
Data/train\182\03_01_0182_(13_09_17_14_17_40)_c.mp4,يساعد
Data/train\185\03_02_0185_(25_05_17_17_48_33)_c.mp4,يختار
Data/train\179\03_02_0179_(01_05_17_16_17_52)_c.mp4,يسقي
Data/train\181\03_02_0181_(16_11_17_01_14_48)_c.mp4,يفكر
Data/train\173\03_03_0173_(19_04_17_16_31_24)_c.mp4,يمشي
Data/train\189\03_02_0189_(25_05_17_18_00_12)_c.mp4,يقف
Data/train\189\03_01_0189_(21_10_17_16_10_37)_c.mp4,يقف
Data/train\178\03_02_0178_(01_05_17_16_14_13)_c.mp4,يزرع
Data/train\186\03_02_0186_(16_11_17_01_27_15)_c.mp4,ينادي
Data/train\175\03_02_0175_(16_11_17_01_04_02)_c.mp4,يكره
Data/train\175\03_01_0175_(21_10_17_15_40_40)_c.mp4,يكره
Data/train\183\03_02_0183_(16_11_17_01_18_55)_c.mp4,يدخن
Data/train\184\03_01_0184_(21_10_17_15_58_56)_c.mp4,يدعم
Data/train\180\03_02_0180_(01_05_17_16_20_13)_c.mp4,يحصد
Data/train\171\03_02_0171_(01_05_17_15_53_57)_c.mp4,يبني
Data/train\189\03_01_0189_(21_10_17_16_11_03)_c.mp4,يقف
Data/train\176\03_02_0176_(16_11_17_01_05_33)_c.mp4,يشوي
Data/train\184\03_01_0184_(13_09_17_14_25_27)_c.mp4,يدعم
Data/train\176\03_01_0176_(13_09_17_14_05_55)_c.mp4,يشوي
Data/train\171\03_03_0171_(18_04_17_17_30_39)_c.mp4,يبني
Data/train\175\03_01_0175_(13_09_17_14_03_43)_c.mp4,يكره
Data/train\187\03_02_0187_(16_11_17_01_29_30)_c.mp4,يتنامى
Data/train\175\03_01_0175_(13_09_17_14_02_39)_c.mp4,يكره
Data/train\171\03_03_0171_(18_04_17_17_30_25)_c.mp4,يبني
Data/train\190\03_01_0190_(13_09_17_14_43_38)_c.mp4,يستحم
Data/train\171\03_03_0171_(18_04_17_17_30_48)_c.mp4,يبني
Data/train\181\03_03_0181_(18_12_17_15_17_01)_c.mp4,يفكر
Data/train\185\03_02_0185_(25_05_17_17_46_57)_c.mp4,يختار
Data/train\188\03_01_0188_(21_10_17_16_08_59)_c.mp4,يصبغ
Data/train\184\03_02_0184_(16_11_17_01_21_57)_c.mp4,يدعم
Data/train\188\03_02_0188_(25_05_17_17_56_46)_c.mp4,يصبغ
Data/train\174\03_02_0174_(01_05_17_16_01_44)_c.mp4,يحب
Data/train\188\03_01_0188_(13_09_17_14_39_57)_c.mp4,يصبغ
Data/train\185\03_03_0185_(25_04_17_18_06_52)_c.mp4,يختار
Data/train\171\03_02_0171_(16_11_17_00_55_16)_c.mp4,يبني
Data/train\171\03_03_0171_(21_03_17_22_04_52)_c.mp4,يبني
Data/train\183\03_02_0183_(16_11_17_01_19_19)_c.mp4,يدخن
Data/train\178\03_03_0178_(19_04_17_16_39_48)_c.mp4,يزرع
Data/train\178\03_03_0178_(18_04_17_17_55_05)_c.mp4,يزرع
Data/train\188\03_01_0188_(13_09_17_14_40_35)_c.mp4,يصبغ
Data/train\184\03_02_0184_(16_11_17_01_22_48)_c.mp4,يدعم
Data/train\174\03_02_0174_(01_05_17_16_01_41)_c.mp4,يحب
Data/train\173\03_01_0173_(21_10_17_15_34_28)_c.mp4,يمشي
Data/train\172\03_03_0172_(19_04_17_16_28_40)_c.mp4,يكسر
Data/train\181\03_03_0181_(25_04_17_17_52_49)_c.mp4,يفكر
Data/train\184\03_01_0184_(13_09_17_14_25_08)_c.mp4,يدعم
Data/train\172\03_03_0172_(18_04_17_17_34_28)_c.mp4,يكسر
Data/train\176\03_01_0176_(21_10_17_15_42_36)_c.mp4,يشوي
Data/train\186\03_01_0186_(13_09_17_14_35_28)_c.mp4,ينادي
Data/train\183\03_03_0183_(25_04_17_18_00_08)_c.mp4,يدخن
Data/train\171\03_01_0171_(17_04_17_18_52_53)_c.mp4,يبني
Data/train\189\03_01_0189_(13_09_17_14_42_07)_c.mp4,يقف
Data/train\186\03_03_0186_(18_12_17_15_26_49)_c.mp4,ينادي
Data/train\175\03_02_0175_(01_05_17_16_06_29)_c.mp4,يكره
Data/train\182\03_03_0182_(18_12_17_15_18_34)_c.mp4,يساعد
Data/train\181\03_01_0181_(13_09_17_14_16_16)_c.mp4,يفكر
Data/train\190\03_01_0190_(13_09_17_14_44_31)_c.mp4,يستحم
Data/train\178\03_03_0178_(18_04_17_17_54_14)_c.mp4,يزرع
Data/train\178\03_02_0178_(01_05_17_16_13_48)_c.mp4,يزرع
Data/train\189\03_03_0189_(01_05_17_16_55_36)_c.mp4,يقف
Data/train\186\03_01_0186_(21_10_17_16_02_32)_c.mp4,ينادي
Data/train\176\03_03_0176_(19_04_17_16_34_12)_c.mp4,يشوي
Data/train\178\03_02_0178_(01_05_17_16_14_23)_c.mp4,يزرع
Data/train\178\03_01_0178_(21_10_17_15_47_35)_c.mp4,يزرع
Data/train\173\03_03_0173_(19_04_17_16_31_15)_c.mp4,يمشي
Data/train\185\03_01_0185_(13_09_17_14_28_25)_c.mp4,يختار
Data/train\174\03_03_0174_(18_04_17_17_40_01)_c.mp4,يحب
Data/train\183\03_01_0183_(21_10_17_15_56_43)_c.mp4,يدخن
Data/train\173\03_03_0173_(18_04_17_17_37_45)_c.mp4,يمشي
Data/train\186\03_02_0186_(16_11_17_01_27_09)_c.mp4,ينادي
Data/train\178\03_03_0178_(19_04_17_16_40_55)_c.mp4,يزرع
Data/train\184\03_01_0184_(13_09_17_14_25_33)_c.mp4,يدعم
Data/train\180\03_01_0180_(13_09_17_14_14_56)_c.mp4,يحصد
Data/train\188\03_02_0188_(16_11_17_01_31_39)_c.mp4,يصبغ
Data/train\181\03_01_0181_(13_09_17_14_16_09)_c.mp4,يفكر
Data/train\171\03_03_0171_(18_04_17_17_30_16)_c.mp4,يبني
Data/train\172\03_02_0172_(16_11_17_00_56_52)_c.mp4,يكسر
Data/train\174\03_02_0174_(01_05_17_16_01_22)_c.mp4,يحب
Data/train\182\03_03_0182_(25_04_17_17_57_50)_c.mp4,يساعد
Data/train\190\03_03_0190_(18_12_17_15_35_43)_c.mp4,يستحم
Data/train\190\03_01_0190_(21_10_17_16_11_50)_c.mp4,يستحم
Data/train\182\03_03_0182_(18_12_17_15_19_17)_c.mp4,يساعد
Data/train\173\03_02_0173_(16_11_17_00_58_47)_c.mp4,يمشي
Data/train\187\03_01_0187_(13_09_17_14_38_13)_c.mp4,يتنامى
Data/train\180\03_01_0180_(21_10_17_15_52_34)_c.mp4,يحصد
Data/train\175\03_01_0175_(13_09_17_14_03_14)_c.mp4,يكره
Data/train\187\03_01_0187_(21_10_17_16_07_12)_c.mp4,يتنامى
Data/train\177\03_02_0177_(01_05_17_16_10_28)_c.mp4,يحرث
Data/train\184\03_02_0184_(16_11_17_01_22_21)_c.mp4,يدعم
Data/train\172\03_01_0172_(13_09_17_13_54_44)_c.mp4,يكسر
Data/train\187\03_02_0187_(16_11_17_01_28_59)_c.mp4,يتنامى
Data/train\176\03_03_0176_(19_04_17_16_34_58)_c.mp4,يشوي
Data/train\181\03_03_0181_(18_12_17_15_16_17)_c.mp4,يفكر
Data/train\179\03_02_0179_(01_05_17_16_18_02)_c.mp4,يسقي
Data/train\179\03_02_0179_(16_11_17_01_12_39)_c.mp4,يسقي
Data/train\175\03_01_0175_(21_10_17_15_41_14)_c.mp4,يكره
Data/train\186\03_02_0186_(16_11_17_01_28_05)_c.mp4,ينادي
Data/train\181\03_02_0181_(25_05_17_17_39_31)_c.mp4,يفكر
Data/train\189\03_01_0189_(21_10_17_16_11_14)_c.mp4,يقف
Data/train\171\03_03_0171_(18_04_17_17_30_44)_c.mp4,يبني
Data/train\177\03_02_0177_(01_05_17_16_10_57)_c.mp4,يحرث
Data/train\175\03_03_0175_(18_04_17_17_43_39)_c.mp4,يكره
Data/train\190\03_02_0190_(16_11_17_01_33_41)_c.mp4,يستحم
Data/train\185\03_03_0185_(25_04_17_18_06_25)_c.mp4,يختار
Data/train\187\03_03_0187_(25_04_17_18_11_40)_c.mp4,يتنامى
Data/train\173\03_01_0173_(13_09_17_13_59_12)_c.mp4,يمشي
Data/train\175\03_01_0175_(13_09_17_14_03_53)_c.mp4,يكره
Data/train\189\03_03_0189_(18_12_17_15_32_54)_c.mp4,يقف
Data/train\178\03_01_0178_(13_09_17_14_09_21)_c.mp4,يزرع
Data/train\187\03_01_0187_(13_09_17_14_38_10)_c.mp4,يتنامى
Data/train\183\03_02_0183_(25_05_17_17_44_51)_c.mp4,يدخن
Data/train\187\03_03_0187_(18_12_17_15_28_09)_c.mp4,يتنامى
Data/train\188\03_02_0188_(16_11_17_01_31_44)_c.mp4,يصبغ
Data/train\178\03_01_0178_(21_10_17_15_47_30)_c.mp4,يزرع
Data/train\177\03_03_0177_(18_04_17_17_49_30)_c.mp4,يحرث
Data/train\178\03_03_0178_(18_04_17_17_54_40)_c.mp4,يزرع
Data/train\182\03_03_0182_(25_04_17_17_57_27)_c.mp4,يساعد
Data/train\188\03_01_0188_(13_09_17_14_40_59)_c.mp4,يصبغ
Data/train\185\03_02_0185_(16_11_17_01_25_34)_c.mp4,يختار
Data/train\179\03_02_0179_(16_11_17_01_12_07)_c.mp4,يسقي
Data/train\177\03_03_0177_(18_04_17_17_50_14)_c.mp4,يحرث
Data/train\189\03_02_0189_(25_05_17_18_00_26)_c.mp4,يقف
Data/train\171\03_02_0171_(16_11_17_00_54_40)_c.mp4,يبني
Data/train\184\03_01_0184_(21_10_17_15_58_39)_c.mp4,يدعم
Data/train\176\03_03_0176_(19_04_17_16_35_26)_c.mp4,يشوي
Data/train\185\03_03_0185_(18_12_17_15_25_40)_c.mp4,يختار
Data/train\171\03_02_0171_(16_11_17_00_54_43)_c.mp4,يبني
Data/train\187\03_02_0187_(25_05_17_17_55_04)_c.mp4,يتنامى
Data/train\186\03_02_0186_(25_05_17_17_52_28)_c.mp4,ينادي
Data/train\183\03_02_0183_(25_05_17_17_44_29)_c.mp4,يدخن
Data/train\180\03_02_0180_(16_11_17_01_13_39)_c.mp4,يحصد
Data/train\178\03_02_0178_(01_05_17_16_13_44)_c.mp4,يزرع
Data/train\179\03_02_0179_(01_05_17_16_18_12)_c.mp4,يسقي
Data/train\188\03_03_0188_(25_04_17_18_42_16)_c.mp4,يصبغ
Data/train\171\03_01_0171_(21_10_17_15_31_17)_c.mp4,يبني
Data/train\187\03_02_0187_(16_11_17_01_28_53)_c.mp4,يتنامى
Data/train\175\03_02_0175_(01_05_17_16_06_05)_c.mp4,يكره
Data/train\173\03_01_0173_(21_10_17_15_34_15)_c.mp4,يمشي
Data/train\176\03_02_0176_(01_05_17_16_08_38)_c.mp4,يشوي
Data/train\174\03_03_0174_(19_04_17_16_33_12)_c.mp4,يحب
Data/train\175\03_02_0175_(16_11_17_01_04_15)_c.mp4,يكره
Data/train\172\03_02_0172_(16_11_17_00_56_57)_c.mp4,يكسر
Data/train\182\03_02_0182_(16_11_17_01_17_50)_c.mp4,يساعد
Data/train\187\03_03_0187_(18_12_17_15_28_05)_c.mp4,يتنامى
Data/train\186\03_02_0186_(25_05_17_17_52_34)_c.mp4,ينادي
Data/train\180\03_02_0180_(01_05_17_16_20_40)_c.mp4,يحصد
Data/train\187\03_02_0187_(25_05_17_17_54_50)_c.mp4,يتنامى
Data/train\172\03_01_0172_(13_09_17_13_56_12)_c.mp4,يكسر
Data/train\172\03_03_0172_(18_04_17_17_33_38)_c.mp4,يكسر
Data/train\178\03_02_0178_(16_11_17_01_09_46)_c.mp4,يزرع
Data/train\177\03_03_0177_(19_04_17_16_37_48)_c.mp4,يحرث
Data/train\173\03_02_0173_(16_11_17_00_58_17)_c.mp4,يمشي
Data/train\175\03_02_0175_(01_05_17_16_06_32)_c.mp4,يكره
Data/train\171\03_02_0171_(16_11_17_00_54_09)_c.mp4,يبني
